clip_id,dataset_name,language,model_name,metric_name,error_rate,cleaned_metric_name,cleaned_error_rate,operation,error_category,impact,reference_span,hypothesis_span,reference_tokens,hypothesis_tokens,reason,recommendation
fleurs_fr_1533,Google FLEURS,fr,base,WER,0.333333,,,replace,semantic_word_error,meaning_may_change,famille,familles,"[""famille""]","[""familles""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_fr_1533,Google FLEURS,fr,base,WER,0.333333,,,replace,semantic_word_error,meaning_may_change,formats,formes,"[""formats""]","[""formes""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_fr_1533,Google FLEURS,fr,base,WER,0.333333,,,replace,semantic_word_error,meaning_may_change,sont égaux,sans égo,"[""sont"", ""égaux""]","[""sans"", ""égo""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_fr_1533,Google FLEURS,fr,base,WER,0.333333,,,replace,semantic_word_error,meaning_may_change,s'en approchent,sans rapproche,"[""s'en"", ""approchent""]","[""sans"", ""rapproche""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_fr_1533,Google FLEURS,fr,base,WER,0.333333,,,replace,semantic_word_error,meaning_may_change,près,vrai,"[""près""]","[""vrai""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_fr_1652,Google FLEURS,fr,base,WER,0.222222,,,replace,semantic_word_error,meaning_may_change,moldavie,moldavia,"[""moldavie""]","[""moldavia""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_fr_1652,Google FLEURS,fr,base,WER,0.222222,,,replace,semantic_word_error,meaning_may_change,christianisme,cristianisme,"[""christianisme""]","[""cristianisme""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_zh_cn_1579,Google FLEURS,zh-CN,base,CER,0.022727,,,replace,semantic_word_error,meaning_may_change,报告警告称没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争不断增长的暴力或走向混乱,报告就告称没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争不断增长的暴力或走向混乱,"[""报告警告称没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争不断增长的暴力或走向混乱""]","[""报告就告称没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争不断增长的暴力或走向混乱""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_zh_cn_1605,Google FLEURS,zh-CN,base,CER,0.2,,,replace,semantic_word_error,meaning_may_change,因为远离大陆哺乳动物无法长途跋涉而来使得巨龟成为科隆群岛主要的食草动物,因为远离大陆铺乳动物无法长度发射而来使得巨龟成为克龙群岛主要的施草动物,"[""因为远离大陆哺乳动物无法长途跋涉而来使得巨龟成为科隆群岛主要的食草动物""]","[""因为远离大陆铺乳动物无法长度发射而来使得巨龟成为克龙群岛主要的施草动物""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_zh_cn_1581,Google FLEURS,zh-CN,base,CER,0.115385,,,replace,semantic_word_error,meaning_may_change,亚马逊河也是地球上最宽的河流有些河段的宽度可达6英里,亚马逊河也是地球上最宽的河流有些合作的宽度可搭6英里,"[""亚马逊河也是地球上最宽的河流有些河段的宽度可达6英里""]","[""亚马逊河也是地球上最宽的河流有些合作的宽度可搭6英里""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_zh_cn_1648,Google FLEURS,zh-CN,base,CER,0.066667,,,replace,semantic_word_error,meaning_may_change,迦南没有大森林所以木材非常昂贵,加南没有大森林所以木材非常昂贵,"[""迦南没有大森林所以木材非常昂贵""]","[""加南没有大森林所以木材非常昂贵""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
fleurs_zh_cn_1588,Google FLEURS,zh-CN,base,CER,0.043478,,,replace,semantic_word_error,meaning_may_change,据警方称撞倒摄影师的汽车司机未必会面临刑事指控,据警方称撞倒摄影师的汽车司机未必会面临行事指控,"[""据警方称撞倒摄影师的汽车司机未必会面临刑事指控""]","[""据警方称撞倒摄影师的汽车司机未必会面临行事指控""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,replace,semantic_word_error,meaning_may_change,this is,it's,"[""this"", ""is""]","[""it's""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,replace,semantic_word_error,meaning_may_change,kick-off,kickoff,"[""kick-off""]","[""kickoff""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,delete,function_word_error,meaning_may_change,our,,"[""our""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.5625,WER_DISFLUENCY_CLEANED,0.461538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,gonna be doing over the next twenty five minutes mm-hmm um,,"[""gonna"", ""be"", ""doing"", ""over"", ""the"", ""next"", ""twenty"", ""five"", ""minutes"", ""mm-hmm"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,disfluency_or_style_error,mostly_style_or_reference_policy,minutes mm-hmm um,,"[""minutes"", ""mm-hmm"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,insert,omission_or_insertion,meaning_may_change,,great,[],"[""great""]",content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,omission_or_insertion,meaning_may_change,great,,"[""great""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,omission_or_insertion,meaning_may_change,hi,,"[""hi""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,function_word_error,meaning_may_change,and,,"[""and""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,replace,disfluency_or_style_error,mostly_style_or_reference_policy,uh our,a,"[""uh"", ""our""]","[""a""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,replace,semantic_word_error,meaning_may_change,this is,it's,"[""this"", ""is""]","[""it's""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,replace,semantic_word_error,meaning_may_change,kick-off,kickoff,"[""kick-off""]","[""kickoff""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,delete,function_word_error,meaning_may_change,our,,"[""our""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,replace,semantic_word_error,meaning_may_change,twenty five,25,"[""twenty"", ""five""]","[""25""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,tiny,WER,0.40625,WER_DISFLUENCY_CLEANED,0.269231,delete,disfluency_or_style_error,mostly_style_or_reference_policy,mm-hmm um,,"[""mm-hmm"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,minutes mm-hmm um,,"[""minutes"", ""mm-hmm"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,replace,semantic_word_error,meaning_may_change,just,it is,"[""just""]","[""it"", ""is""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,delete,omission_or_insertion,meaning_may_change,kind of,,"[""kind"", ""of""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,delete,omission_or_insertion,meaning_may_change,great,,"[""great""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,delete,omission_or_insertion,meaning_may_change,hi,,"[""hi""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,replace,function_word_error,meaning_may_change,an,in,"[""an""]","[""in""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,replace,semantic_word_error,meaning_may_change,designer okay and,design,"[""designer"", ""okay"", ""and""]","[""design""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,tiny,WER,0.267857,WER_DISFLUENCY_CLEANED,0.211538,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,delete,disfluency_or_style_error,mostly_style_or_reference_policy,okay right um,,"[""okay"", ""right"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,replace,semantic_word_error,meaning_may_change,kick-off,kickoff,"[""kick-off""]","[""kickoff""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,delete,function_word_error,meaning_may_change,our,,"[""our""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,replace,semantic_word_error,meaning_may_change,twenty five,25,"[""twenty"", ""five""]","[""25""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
ami_es2002a_01,AMI Meeting Corpus,en,base,WER,0.34375,WER_DISFLUENCY_CLEANED,0.192308,delete,disfluency_or_style_error,mostly_style_or_reference_policy,mm-hmm um,,"[""mm-hmm"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,disfluency_or_style_error,mostly_style_or_reference_policy,minutes mm-hmm um,,"[""minutes"", ""mm-hmm"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,insert,omission_or_insertion,meaning_may_change,,great,[],"[""great""]",content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,omission_or_insertion,meaning_may_change,great,,"[""great""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,omission_or_insertion,meaning_may_change,hi,,"[""hi""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,function_word_error,meaning_may_change,and,,"[""and""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,replace,disfluency_or_style_error,mostly_style_or_reference_policy,uh our,a,"[""uh"", ""our""]","[""a""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
ami_es2002a_02,AMI Meeting Corpus,en,base,WER,0.178571,WER_DISFLUENCY_CLEANED,0.115385,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,insert,function_word_error,meaning_may_change,,the,[],"[""the""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,date_time_error,meaning_likely_changed,end of 30,in the 3d,"[""end"", ""of"", ""30""]","[""in"", ""the"", ""3d""]","date or year words were substituted, deleted, or inserted",Use stronger ASR or audio-backed verification; RAG alone is weak here.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,semantic_word_error,meaning_may_change,notice,notes,"[""notice""]","[""notes""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,function_word_error,meaning_may_change,but now,,"[""but"", ""now""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,function_word_error,meaning_may_change,we,,"[""we""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,domain_term_error,meaning_may_change,operations,operation,"[""operations""]","[""operation""]",finance/company/domain term was altered or missed,Use a predeclared finance glossary plus conservative LLM verifier.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,semantic_word_error,meaning_may_change,that's,it's,"[""that's""]","[""it's""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,by by,,"[""by"", ""by""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,sound um,strong,"[""sound"", ""um""]","[""strong""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,semantic_word_error,meaning_may_change,a sharp downtrend,the crop down trend,"[""a"", ""sharp"", ""downtrend""]","[""the"", ""crop"", ""down"", ""trend""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,function_word_error,meaning_may_change,a,the,"[""a""]","[""the""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,number_unit_error,meaning_likely_changed,at,has,"[""at""]","[""has""]",number or measurement-unit wording changed,Add numeric-unit candidate rules and verify against local context/audio.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,number_unit_error,meaning_likely_changed,a,to,"[""a""]","[""to""]",number or measurement-unit wording changed,Add numeric-unit candidate rules and verify against local context/audio.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,function_word_error,meaning_may_change,and,,"[""and""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,cuz,because,"[""cuz""]","[""because""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,replace,semantic_word_error,meaning_may_change,set,kept,"[""set""]","[""kept""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,function_word_error,meaning_may_change,and it,,"[""and"", ""it""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,tiny,WER,0.249322,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
